BRANCH_CODE,BRANCH_NAME,DATE_OPENED,REGION_CODE,REGION_NAME,DISTRICT_CODE,DISTRICT_NAME,CORE_BANK,INPUTTER,AUTHORISER,TRANS_DATE,TRANS_TIME,AUDITOR_CODE,AUDIT_DATE_TIME,BRANCH_MNEMONIC
ET0010409,Mufti Dawud Branch,1-Jan-12,,AMHARA,7,BAHIRDAR AREA BR RELATIONSHIP OFFIC,ET0010409,25597_REGALEC__OFS_BROWSERTC,60665_HABBEKU,4-Mar-20,9:56,,,MFD
ET0010564,LogiaSultanAli Mirah,1-Jan-12,,AA,7,BAHIRDAR AREA BR RELATIONSHIP OFFIC,ET0010564,86472_ZERENDK,49340_ZERENDK,28-Jan-22,11:28,,,LSA
ET0010442,Bure Branch,1-Jan-12,,Amhara,7,BAHIRDAR AREA BR RELATIONSHIP OFFIC,ET0010442,591_FEYKIDK__OFS_BROWSERTC,20059_FEYKIDK,23-Dec-20,17:33,,,BUR
ET0010077,Humera Branch,1-Jan-12,,AMHARA,7,BAHIRDAR AREA BR RELATIONSHIP OFFIC,ET0010077,23890_REGALEC__OFS_BROWSERTC,88908_INPUTTER,4-May-22,19:59,,,HMR
ET0010579,Wollo Kombolcha Branch,1-Jan-12,,AA,7,BAHIRDAR AREA BR RELATIONSHIP OFFIC,ET0010579,90667_ZERENDK,28924_ZERENDK,21-May-22,6:10,,,WKC
ET0010006,Shashemene Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010006,20828_MUBSHER__OFS_BROWSERTC,71172_INPUTTER,27-Oct-18,10:09,,,SHM
ET0010531,Nesiha Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010531,2765_ZERENDK__OFS_BROWSERTC,67134_HABBEKU,11-Feb-22,15:49,,,NES
ET0010512,Kiltu Dema Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010512,20571_HABBEKU__OFS_BROWSERTC,64840_HABBEKU,13-Dec-21,14:38,,,KLD
ET0010510,Hara Dembel Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010510,40836_HABBEKU__OFS_BROWSERTC,73604_HABBEKU,13-Dec-21,14:57,,,HDE
ET0010025,Arsi Negelle Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010025,20799_MUBSHER__OFS_BROWSERTC,84250_INPUTTER,27-Oct-18,10:58,,,ARN
ET0010030,Hasasa Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010030,20831_MUBSHER__OFS_BROWSERTC,34229_INPUTTER,27-Oct-18,11:25,,,HSS
ET0010069,Uta Wayyu Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010069,20885_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,28-Oct-18,10:03,,,UTW
ET0010099,Dodola Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010099,20900_MUBSHER__OFS_BROWSERTC,88908_INPUTTER,28-Oct-18,10:45,,,DDL
ET0010115,Kofele Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010115,20900_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,11:23,,,KFL
ET0010146,Adaba Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010146,21259_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,15:56,,,ADA
ET0010150,Batu Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010150,56_ZERENDK__OFS_BROWSERTC,90787_INPUTTER,17-Aug-21,20:54,,,BTU
ET0010192,Awasho Branch,1-Jan-12,,OROMIA,8,SHASHEMENE DISTRICT,ET0010192,10704_MUBSHER__OFS_GCS,25972_AUTHORISER,26-Jul-18,14:22,,,AWA
ET0010276,Melka Jebdu Branch,1-Jan-12,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010276,10001_TSENIRM__OFS_BROWSERTC,16287_TSENIRM,11-Nov-17,23:04,,,MGE
ET0010277,Fugnan Bira Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010277,10001_TSENIRM__OFS_BROWSERTC,75053_DAMABDG,11-Nov-17,23:05,,,FBI
ET0010282,Greek Camp Branch,1-Jan-12,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010282,10001_TSENIRM__OFS_BROWSERTC,75053_DAMABDG,11-Nov-17,23:05,,,GCA
ET0010283,Megalla Branch,1-Jan-12,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010283,10001_TSENIRM__OFS_BROWSERTC,16287_TSENIRM,11-Nov-17,23:06,,,MEG
ET0010284,Weltea Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010284,10001_TSENIRM__OFS_BROWSERTC,75053_DAMABDG,11-Nov-17,23:06,,,WEL
ET0010295,Jahan Jarso Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010295,10058_ADDKAMC__OFS_BROWSERTC,42108_FEYKIDK,6-Feb-18,5:22,,,JJR
ET0010339,Jara Abageda Branch,30-Oct-18,,OROMIA,4,DIRE DAWA DISTRICT,ET0010339,20753_ADDKAMC__OFS_BROWSERTC,21993_ADDKAMC,31-Oct-18,5:05,,,JAG
ET0010341,Ahmed Imam Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010341,50026_REGALEC__OFS_BROWSERTC,46925_REGALEC,27-Nov-18,7:51,,,AHM
ET0010361,Goro Muti Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010361,50026_REGALEC__OFS_BROWSERTC,30684_REGALEC,27-Nov-18,7:51,,,GOM
ET0010393,Biftu Branch,1-Jan-12,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010393,160383_ADDKAMC__OFS_BROWSERTC,63133_FEYKIDK,26-Mar-19,9:21,,,BIF
ET0010397,Elemo Qiltu Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010397,21414_REGALEC__OFS_BROWSERTC,9242_FEYKIDK,23-Sep-19,15:35,,,ELM
ET0010402,Mayu Muluke,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010402,8788_FEYKIDK__OFS_BROWSERTC,28773_FEYKIDK,4-Sep-20,17:03,,,MMU
ET0010407,Fedis Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010407,42530_DONABEH__OFS_BROWSERTC,11245_FEYKIDK,12-Nov-19,15:58,,,FED
ET0010408,Burka Tirtira Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010408,3449_ASHENAFII__OFS_BROWSERTC,19553_FEYKIDK,11-Dec-19,10:12,,,BTT
ET0010410,Hikma Branch,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010410,2097_HABBEKU__OFS_BROWSERTC,18384_HABBEKU,12-Dec-19,2:01,,,HIK
ET0010411,Abubeker AlSiddiq Br,1-Jan-12,,OROMIA,4,DIRE DAWA DISTRICT,ET0010411,2097_HABBEKU__OFS_BROWSERTC,18384_HABBEKU,12-Dec-19,2:02,,,AAS
ET0010412,Bereka Branch,1-Jan-12,,HARARI,4,DIRE DAWA DISTRICT,ET0010412,2097_HABBEKU__OFS_BROWSERTC,18384_HABBEKU,12-Dec-19,2:01,,,BER
ET0010418,Medinat AlMunawer Br,9-Jan-20,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010418,43493_ADDKAMC__OFS_BROWSERTC,81821_ADDKAMC,9-Jan-20,15:50,,,MED
ET0010430,Sheik Bekri Sapello,1-Jan-12,,DIREDEWA,4,DIRE DAWA DISTRICT,ET0010430,8941_FEYKIDK__OFS_BROWSERTC,2952_FEYKIDK,23-Nov-20,18:14,,,SBK
ET0010464,Arefa Branch,1-Jan-12,,SOMALI,4,DIRE DAWA DISTRICT,ET0010464,60253_REGALEC__OFS_BROWSERTC,28797_FEYKIDK,25-Jun-21,8:27,,,ARF
ET0010483,Kefira Branch,1-Jan-12,,DIREDAWA,4,DIRE DAWA DISTRICT,ET0010483,40853_HABBEKU__OFS_BROWSERTC,97999_HABBEKU,13-Dec-21,14:48,,,KFR
ET0010484,Imam Ahmed Mesjid Bran,1-Jan-12,,HARARI,4,DIRE DAWA DISTRICT,ET0010484,40839_HABBEKU__OFS_BROWSERTC,47610_HABBEKU,13-Dec-21,14:48,,,IAM
ET0010561,Bekerware Branch,1-Jan-12,,Harari,4,DIRE DAWA DISTRICT,ET0010561,20977_ZERENDK,44277_ZERENDK,20-Jan-22,18:12,,,BKR
ET0010573,Iqra Branch,1-Jan-12,,AA,4,DIRE DAWA DISTRICT,ET0010573,80391_ZERENDK,49395_BILMESB,7-Apr-22,13:26,,,IQR
ET0010593,Qulubi Branch,1-Jan-12,,AA,4,DIRE DAWA DISTRICT,ET0010593,29185_ZERENDK,51160_ZERENDK,16-May-22,17:57,,,QLB
ET0010595,Abdi Qophe Branch,1-Jan-12,,AA,4,DIRE DAWA DISTRICT,ET0010595,39605_FEYKIDK,16028_FEYKIDK,6-Jun-22,18:30,,,ABQ
ET0010607,Midhaga Branch,1-Jan-12,,AA,4,DIRE DAWA DISTRICT,ET0010607,58135_ZERENDK,89897_ZERENDK,26-Aug-22,11:59,,,MDH
ET0010608,Kurfachale Branch,1-Jan-12,,AA,4,DIRE DAWA DISTRICT,ET0010608,72003_GEMGADB,25378_GEMGADB,26-Aug-22,14:00,,,KRF
ET0010117,Bole Medanealem Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010117,20937_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,11:41,,,BLM
ET0010035,Gelan Branch,1-Jan-12,,OROMIA,5,EASTERN FINFINE DISTRICT,ET0010035,20790_MUBSHER__OFS_BROWSERTC,54712_INPUTTER,27-Oct-18,11:43,,,GLN
ET0010557,Lami Industrial park,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010557,91563_HABBEKU__OFS_BROWSERTC,31117_HABBEKU,3-Jan-22,16:36,,,LAI
ET0010550,Abebech Gobana Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010550,21124_HABBEKU__OFS_BROWSERTC,54343_HABBEKU,29-Dec-21,11:54,,,ABE
ET0010545,Dhaga Bora Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010545,40336_HABBEKU__OFS_BROWSERTC,77510_HABBEKU,29-Dec-21,10:38,,,DHB
ET0010481,Damo Dadi Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010481,60188_HABBEKU__OFS_BROWSERTC,72404_HABBEKU,16-Jul-21,17:13,,,DDI
ET0010489,Migira Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010489,20146_HABBEKU__OFS_BROWSERTC,74231_HABBEKU,17-Aug-21,18:32,,,MIG
ET0010482,Kura Jida Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010482,60241_HABBEKU__OFS_BROWSERTC,62314_HABBEKU,16-Jul-21,17:13,,,KJD
ET0010466,Airport Forex Bureau,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010466,60212_REGALEC__OFS_BROWSERTC,1453_FEYKIDK,9-Jun-21,15:47,,,AIR
ET0010490,Bole Cargo Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010490,20173_HABBEKU__OFS_BROWSERTC,8238_HABBEKU,17-Aug-21,18:32,,,BLC
ET0010056,Bole Michael Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010056,20817_MUBSHER__OFS_BROWSERTC,69521_AUTHORISER,27-Oct-18,14:27,,,BMK
ET0010057,Gerji Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010057,20777_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,27-Oct-18,14:31,,,GRJ
ET0010070,Karra Qallu Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010070,20163_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,17-Oct-18,9:53,,,KRQ
ET0010071,Saris Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010071,21159_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,28-Oct-18,10:07,,,SRS
ET0010075,Akaki Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010075,20885_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,28-Oct-18,10:12,,,AKK
ET0010102,Erer Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010102,21159_MUBSHER__OFS_BROWSERTC,21263_INPUTTER,28-Oct-18,10:48,,,ERR
ET0010104,Bole Ruwanda Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010104,20937_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,10:50,,,BLR
ET0010107,22 Mazoria Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010107,21159_MUBSHER__OFS_BROWSERTC,52757_INPUTTER,28-Oct-18,10:54,,,HMB
ET0010110,Tirunesh Dibaba Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010110,20937_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,11:00,,,TRD
ET0010140,Abebie Tufa Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010140,21003_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,15:49,,,ABT
ET0010149,Gurd Shola Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010149,21003_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,16:00,,,GRD
ET0010154,Oda Nabe Branch,1-Jan-12,,OROMIA,5,EASTERN FINFINE DISTRICT,ET0010154,21259_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,16:06,,,ODN
ET0010164,Bole Atlas Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010164,21003_MUBSHER__OFS_BROWSERTC,40797_INPUTTER,28-Oct-18,16:17,,,BLA
ET0010180,Haile Gebre Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010180,21003_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,28-Oct-18,16:35,,,HLG
ET0010196,Bole Bulbula Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010196,21003_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,28-Oct-18,16:54,,,BLB
ET0010236,Sadan Ekka Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010236,21259_MUBSHER__OFS_BROWSERTC,52757_INPUTTER,28-Oct-18,17:43,,,SDE
ET0010258,Eka Abado Branch,20-Jun-17,,AA,5,EASTERN FINFINE DISTRICT,ET0010258,21003_MUBSHER__OFS_BROWSERTC,50380_AUTHORISER,28-Oct-18,18:12,,,EKA
ET0010261,Bole Lami Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010261,10060_TEMESGENTAL__OFS_BROWSERTC,6622_TEMESGENTAL,5-Oct-17,9:26,,,BLL
ET0010354,Gawassa Branch,27-Nov-18,,AA,5,EASTERN FINFINE DISTRICT,ET0010354,70482_ADDKAMC__OFS_BROWSERTC,3969_ADDKAMC,28-Nov-18,2:45,,,GAW
ET0010364,Bole Arabsa Branch,27-Nov-18,,AA,5,EASTERN FINFINE DISTRICT,ET0010364,70482_ADDKAMC__OFS_BROWSERTC,3969_ADDKAMC,28-Nov-18,2:45,,,BAS
ET0010365,Xadacha Branch,1-Jan-12,,OROMIA,5,EASTERN FINFINE DISTRICT,ET0010365,23123_FEYKIDK__OFS_BROWSERTC,98820_WONYESB,6-Dec-19,15:16,,,XAD
ET0010388,Handhura Tulama Branch,22-Jan-19,,AA,5,EASTERN FINFINE DISTRICT,ET0010388,160067_ADDKAMC__OFS_BROWSERTC,22058_ADDKAMC,23-Jan-19,1:16,,,HTU
ET0010392,Wara Ganu Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010392,70931_HABBEKU__OFS_BROWSERTC,71152_HABBEKU,12-Feb-19,5:50,,,WRG
ET0010405,Harbu Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010405,4602_REGALEC__OFS_BROWSERTC,72687_FEYKIDK,1-Jan-20,16:38,,,HBU
ET0010406,Shabu Ejersa Branch,12-Nov-19,,OROMIA,5,EASTERN FINFINE DISTRICT,ET0010406,2169_ADDKAMC__OFS_BROWSERTC,13028_ADDKAMC,12-Nov-19,18:50,,,SBU
ET0010414,Haramain Branch,17-Dec-19,,AA,5,EASTERN FINFINE DISTRICT,ET0010414,42480_DONABEH__OFS_BROWSERTC,58026_ADDKAMC,2-Oct-20,9:09,,,HAM
ET0010420,Baro Tumsa Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010420,56_ZERENDK__OFS_BROWSERTC,48720_FEYKIDK,17-Aug-21,20:52,,,BRT
ET0010425,Tulu Dimtu Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010425,8859_FEYKIDK__OFS_BROWSERTC,91266_FEYKIDK,21-Oct-20,10:16,,,TLD
ET0010443,Shala Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010443,711_FEYKIDK__OFS_BROWSERTC,64013_FEYKIDK,12-Jan-21,17:08,,,SHL
ET0010444,Melba Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010444,526_FEYKIDK__OFS_BROWSERTC,38501_FEYKIDK,2-Feb-21,15:21,,,MLB
ET0010449,Beshale Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010449,559_FEYKIDK__OFS_BROWSERTC,8901_FEYKIDK,3-Feb-21,9:37,,,BES
ET0010451,Dulo Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010451,779_FEYKIDK__OFS_BROWSERTC,98337_FEYKIDK,4-Feb-21,10:08,,,DUL
ET0010459,Jate Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010459,71734_FEYKIDK,19764_FEYKIDK,30-Mar-21,9:47,,,JTE
ET0010460,Lemo Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010460,809_HABBEKU__OFS_BROWSERTC,68516_HABBEKU,14-Apr-21,19:27,,,LMO
ET0010474,Bole Airport Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010474,60266_HABBEKU__OFS_BROWSERTC,98705_HABBEKU,16-Jul-21,17:13,,,BAP
ET0010539,Gara Duba Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010539,1865_FEYKIDK,50439_FEYKIDK,1-Dec-21,11:54,,,GDU
ET0010560,Mammo Mazamir Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010560,28028_FEYKIDK,11290_FEYKIDK,17-Feb-22,16:34,,,MAM
ET0010577,Dukem industry zone,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010577,47786_GEMGADB,82436_GEMGADB,10-May-22,14:44,,,DKI
ET0010589,Figa Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010589,46677_GEMGADB,55737_ZERENDK,10-May-22,16:21,,,FIG
ET0010604,Gara Bushu Branch,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010604,68357_ZERENDK,49917_ZERENDK,1-Aug-22,19:23,,,GBU
ET0010606,Lauret Tsegaye,1-Jan-12,,AA,5,EASTERN FINFINE DISTRICT,ET0010606,68357_ZERENDK,42765_ZERENDK,1-Aug-22,19:23,,,LTG
ET0010007,Nekemte Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010007,20816_MUBSHER__OFS_BROWSERTC,52154_INPUTTER,27-Oct-18,10:11,,,NKM
ET0010016,Dambi Dollo Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010016,20788_MUBSHER__OFS_BROWSERTC,84250_INPUTTER,27-Oct-18,10:38,,,DMD
ET0010515,Burqa Jato Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010515,91685_HABBEKU__OFS_BROWSERTC,58074_HABBEKU,30-Dec-21,13:29,,,BUJ
ET0010029,Gimbi Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010029,20830_MUBSHER__OFS_BROWSERTC,34229_INPUTTER,27-Oct-18,11:21,,,GIM
ET0010039,Guliso Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010039,20799_MUBSHER__OFS_BROWSERTC,54712_INPUTTER,27-Oct-18,11:54,,,GLS
ET0010050,Anger Gute Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010050,20773_MUBSHER__OFS_BROWSERTC,58417_INPUTTER,27-Oct-18,12:21,,,ANG
ET0010054,Guduru Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010054,20765_MUBSHER__OFS_BROWSERTC,58417_INPUTTER,27-Oct-18,13:59,,,GUD
ET0010060,Gidami Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010060,20885_MUBSHER__OFS_BROWSERTC,8569_INPUTTER,28-Oct-18,9:49,,,GDM
ET0010098,Nedjo Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010098,20900_MUBSHER__OFS_BROWSERTC,88908_INPUTTER,28-Oct-18,10:44,,,NDJ
ET0010108,Leka Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010108,20937_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,10:56,,,LKA
ET0010120,Shambu Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010120,21003_MUBSHER__OFS_BROWSERTC,90787_INPUTTER,28-Oct-18,11:45,,,SHB
ET0010138,Asosa Branch,1-Jan-12,,BENISHANGUL,6,NEKEMTE DISTRICT,ET0010138,10172_MUBSHER__OFS_GCS,90787_INPUTTER,3-Jul-18,15:53,,,ASO
ET0010161,Gida Ayana Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010161,21259_MUBSHER__OFS_BROWSERTC,62274_INPUTTER,28-Oct-18,16:13,,,GDA
ET0010186,Jimma Arjo Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010186,826_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,21-Mar-18,16:59,,,JMA
ET0010200,Ukke Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010200,21159_MUBSHER__OFS_BROWSERTC,25972_AUTHORISER,28-Oct-18,16:59,,,UKK
ET0010201,Chanqa Birbir Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010201,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:00,,,CHB
ET0010202,Leka Dulacha Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010202,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:02,,,LKD
ET0010204,Nunu Kumba Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010204,21159_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:05,,,NNK
ET0010205,Jimma Rare Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010205,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:06,,,JMR
ET0010207,Sibu Sire Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010207,21159_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:08,,,SBS
ET0010208,Ganji Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010208,20937_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:09,,,GNJ
ET0010209,Mandi Branch,1-Jan-12,,OROMIA,6,NEKEMTE DISTRICT,ET0010209,21003_MUBSHER__OFS_BROWSERTC,72225_INPUTTER,28-Oct-18,17:11,,,MND
ET0010358,Gachi Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010358,50123_HABBEKU__OFS_BROWSERTC,38678_HABBEKU,18-Dec-18,7:21,,,GCH
ET0010359,Sokoru Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010359,50122_HABBEKU__OFS_BROWSERTC,38678_HABBEKU,18-Dec-18,7:20,,,SKR
ET0010360,Omo Nada Branch,18-Dec-18,,OROMIA,10,JIMMA DISTRICT,ET0010360,160027_ADDKAMC__OFS_BROWSERTC,93757_ADDKAMC,19-Dec-18,0:29,,,OND
ET0010387,Sigmo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010387,21579_REGALEC__OFS_BROWSERTC,4804_FEYKIDK,23-Sep-19,15:38,,,SIG
ET0010396,Saxamma Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010396,21646_REGALEC__OFS_BROWSERTC,5415_REGALEC,23-Sep-19,15:37,,,SAX
ET0010403,Dedo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010403,21682_REGALEC__OFS_BROWSERTC,5415_REGALEC,30-Sep-19,16:13,,,DED
ET0010404,Chawaqa Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010404,21616_REGALEC__OFS_BROWSERTC,24227_REGALEC,23-Sep-19,15:36,,,CHW
ET0010419,Fethi Mesjid Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010419,24951_FEYKIDK__OFS_BROWSERTC,62072_FEYKIDK,5-Feb-20,12:14,,,FET
ET0010447,Amana Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010447,40784_HABBEKU__OFS_BROWSERTC,50083_HABBEKU,13-Dec-21,14:56,,,AMN
ET0010467,Serbo Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010467,40563_HABBEKU__OFS_BROWSERTC,79413_HABBEKU,13-Dec-21,14:56,,,SRB
ET0010468,Yebu Branch,1-Jan-12,,OROMIA,10,JIMMA DISTRICT,ET0010468,40846_HABBEKU__OFS_BROWSERTC,78234_HABBEKU,13-Dec-21,14:55,,,YBU
ET0010549,Tobba Branch,1-Jan-12,,AA,10,JIMMA DISTRICT,ET0010549,95445_ZERENDK,81846_ZERENDK,26-Mar-22,6:16,,,TBB
ET0010067,Hawassa Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010067,2033_ZERENDK__OFS_BROWSERTC,8569_INPUTTER,25-Jan-22,14:39,,,HWA
ET0010015,Bule Hora Branch,1-Jan-12,,OROMIA,11,HAWASSA DISTRICT,ET0010015,20757_MUBSHER__OFS_BROWSERTC,82453_INPUTTER,27-Oct-18,10:36,,,BLH
ET0010532,Gedeb Branch,1-Jan-12,,SNNP,11,HAWASSA DISTRICT,ET0010532,40853_HABBEKU__OFS_BROWSERTC,25505_HABBEKU,13-Dec-21,14:51,,,GDB
ET0010527,Hawasa Industrial Park,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010527,40854_HABBEKU__OFS_BROWSERTC,42147_HABBEKU,13-Dec-21,14:50,,,HIP
ET0010526,Alamura Branch,1-Jan-12,,SIDAMA,11,HAWASSA DISTRICT,ET0010526,40837_HABBEKU__OFS_BROWSERTC,22737_HABBEKU,13-Dec-21,14:50,,,ALM
